Date,IN,OUT,street,value,day,month,week,tavg,tmin,tmax,prcp,bank_holiday,days_countdown
2015-06-23,4559.0,2073.0,Mary_Street,6632.0,Tuesday,June,26,12.8,5.6,20.5,0.0,False,185
2015-06-23,7084.0,7910.0,O_Connell_St,15097.0,Tuesday,June,26,12.8,5.6,20.5,0.0,False,185
2015-06-24,3017.0,2911.0,Capel_Street,5928.0,Wednesday,June,26,16.2,9.7,19.9,0.0,False,184
2015-06-24,20571.0,22425.0,Henry_Street,42996.0,Wednesday,June,26,16.2,9.7,19.9,0.0,False,184
2015-06-24,2868.0,718.0,Mary_Street,3586.0,Wednesday,June,26,16.2,9.7,19.9,0.0,False,184
2015-06-24,7084.0,7910.0,O_Connell_St,15097.0,Wednesday,June,26,16.2,9.7,19.9,0.0,False,184
2015-06-25,3206.0,2965.0,Capel_Street,6171.0,Thursday,June,26,16.3,13.3,20.3,0.0,False,183
2015-06-25,20531.0,22323.0,Henry_Street,42854.0,Thursday,June,26,16.3,13.3,20.3,0.0,False,183
2015-06-25,3095.0,723.0,Mary_Street,3818.0,Thursday,June,26,16.3,13.3,20.3,0.0,False,183
2015-06-25,7084.0,7910.0,O_Connell_St,15097.0,Thursday,June,26,16.3,13.3,20.3,0.0,False,183
2015-06-26,3593.0,2870.0,Capel_Street,6463.0,Friday,June,26,16.7,14.6,21.8,0.0,False,182
2015-06-26,22693.0,23659.0,Henry_Street,46352.0,Friday,June,26,16.7,14.6,21.8,0.0,False,182
2015-06-26,4466.0,1422.0,Mary_Street,5888.0,Friday,June,26,16.7,14.6,21.8,0.0,False,182
2015-06-26,7084.0,7910.0,O_Connell_St,15097.0,Friday,June,26,16.7,14.6,21.8,0.0,False,182
2015-06-27,2764.0,3110.0,Capel_Street,5874.0,Saturday,June,26,15.7,9.7,20.0,1.8,False,181
2015-06-27,21213.0,23022.0,Henry_Street,44235.0,Saturday,June,26,15.7,9.7,20.0,1.8,False,181
2015-06-27,3218.0,971.0,Mary_Street,4189.0,Saturday,June,26,15.7,9.7,20.0,1.8,False,181
2015-06-27,7084.0,7910.0,O_Connell_St,15097.0,Saturday,June,26,15.7,9.7,20.0,1.8,False,181
2015-06-28,2724.0,2398.0,Capel_Street,5122.0,Sunday,June,26,16.4,14.4,20.6,0.0,False,180
2015-06-28,15657.0,16061.0,Henry_Street,31718.0,Sunday,June,26,16.4,14.4,20.6,0.0,False,180
2015-06-28,3137.0,1194.0,Mary_Street,4331.0,Sunday,June,26,16.4,14.4,20.6,0.0,False,180
2015-06-28,7084.0,7910.0,O_Connell_St,15097.0,Sunday,June,26,16.4,14.4,20.6,0.0,False,180
2015-06-29,3265.0,2755.0,Capel_Street,6020.0,Monday,June,27,16.6,12.1,22.6,0.0,False,179
2015-06-29,19455.0,21769.0,Henry_Street,41224.0,Monday,June,27,16.6,12.1,22.6,0.0,False,179
2015-06-29,3123.0,786.0,Mary_Street,3909.0,Monday,June,27,16.6,12.1,22.6,0.0,False,179
2015-06-29,7084.0,7910.0,O_Connell_St,15097.0,Monday,June,27,16.6,12.1,22.6,0.0,False,179
2015-06-30,3179.0,2697.0,Capel_Street,5876.0,Tuesday,June,27,19.8,16.4,25.6,0.0,False,178
2015-06-30,20546.0,24512.0,Henry_Street,45058.0,Tuesday,June,27,19.8,16.4,25.6,0.0,False,178
2015-06-30,4074.0,1934.0,Mary_Street,6008.0,Tuesday,June,27,19.8,16.4,25.6,0.0,False,178
2015-06-30,7084.0,7910.0,O_Connell_St,15097.0,Tuesday,June,27,19.8,16.4,25.6,0.0,False,178
2015-01-07,3284.0,2396.0,Capel_Street,5680.0,Wednesday,January,2,9.1,3.1,12.1,6.8,False,352
2015-01-07,19872.0,23347.0,Henry_Street,43219.0,Wednesday,January,2,9.1,3.1,12.1,6.8,False,352
2015-01-07,3525.0,845.0,Mary_Street,4370.0,Wednesday,January,2,9.1,3.1,12.1,6.8,False,352
2015-01-07,7023.0,8208.0,O_Connell_St,15231.0,Wednesday,January,2,9.1,3.1,12.1,6.8,False,352
2015-02-07,2863.0,3311.0,Capel_Street,6174.0,Saturday,February,6,4.8,2.7,7.6,0.0,False,321
2015-02-07,23186.0,25544.0,Henry_Street,48730.0,Saturday,February,6,4.8,2.7,7.6,0.0,False,321
2015-02-07,3644.0,1458.0,Mary_Street,5102.0,Saturday,February,6,4.8,2.7,7.6,0.0,False,321
2015-02-07,4345.0,3392.0,O_Connell_St,7737.0,Saturday,February,6,4.8,2.7,7.6,0.0,False,321
2015-03-07,3521.0,2908.0,Capel_Street,6429.0,Saturday,March,10,11.4,8.7,14.8,3.4,False,293
2015-03-07,21960.0,25931.0,Henry_Street,47891.0,Saturday,March,10,11.4,8.7,14.8,3.4,False,293
2015-03-07,4326.0,1765.0,Mary_Street,6091.0,Saturday,March,10,11.4,8.7,14.8,3.4,False,293
2015-03-07,8707.0,10464.0,O_Connell_St,19171.0,Saturday,March,10,11.4,8.7,14.8,3.4,False,293
2015-04-07,3151.0,2704.0,Capel_Street,5855.0,Tuesday,April,15,9.1,2.6,17.6,0.0,False,262
2015-04-07,21165.0,25274.0,Henry_Street,46439.0,Tuesday,April,15,9.1,2.6,17.6,0.0,False,262
2015-04-07,4187.0,1673.0,Mary_Street,5860.0,Tuesday,April,15,9.1,2.6,17.6,0.0,False,262
2015-04-07,7535.0,8507.0,O_Connell_St,16042.0,Tuesday,April,15,9.1,2.6,17.6,0.0,False,262
2015-05-07,2384.0,2190.0,Capel_Street,4574.0,Thursday,May,19,8.0,5.5,12.8,0.0,False,232
2015-05-07,15662.0,16126.0,Henry_Street,31788.0,Thursday,May,19,8.0,5.5,12.8,0.0,False,232
2015-05-07,2547.0,773.0,Mary_Street,3320.0,Thursday,May,19,8.0,5.5,12.8,0.0,False,232
2015-05-07,4460.0,3757.0,O_Connell_St,8217.0,Thursday,May,19,8.0,5.5,12.8,0.0,False,232
2015-06-07,2620.0,2600.0,Capel_Street,5220.0,Sunday,June,23,10.6,5.0,16.8,0.0,False,201
2015-06-07,16981.0,19312.0,Henry_Street,36293.0,Sunday,June,23,10.6,5.0,16.8,0.0,False,201
2015-06-07,3257.0,1217.0,Mary_Street,4474.0,Sunday,June,23,10.6,5.0,16.8,0.0,False,201
2015-06-07,5735.0,4889.0,O_Connell_St,10624.0,Sunday,June,23,10.6,5.0,16.8,0.0,False,201
2015-07-07,3249.0,2619.0,Capel_Street,5868.0,Tuesday,July,28,14.4,13.1,18.8,5.2,False,171
2015-07-07,19700.0,20147.0,Henry_Street,39847.0,Tuesday,July,28,14.4,13.1,18.8,5.2,False,171
2015-07-07,2910.0,702.0,Mary_Street,3612.0,Tuesday,July,28,14.4,13.1,18.8,5.2,False,171
2015-07-07,5868.0,5999.0,O_Connell_St,11867.0,Tuesday,July,28,14.4,13.1,18.8,5.2,False,171
2015-08-07,2491.0,2267.0,Capel_Street,4758.0,Friday,August,32,13.4,10.9,17.1,1.4,False,140
2015-08-07,21042.0,22760.0,Henry_Street,43802.0,Friday,August,32,13.4,10.9,17.1,1.4,False,140
2015-08-07,3375.0,1082.0,Mary_Street,4457.0,Friday,August,32,13.4,10.9,17.1,1.4,False,140
2015-08-07,5347.0,7241.0,O_Connell_St,12588.0,Friday,August,32,13.4,10.9,17.1,1.4,False,140
2015-09-07,3392.0,2934.0,Capel_Street,6326.0,Monday,September,37,11.7,10.5,16.2,0.0,False,109
2015-09-07,23584.0,28162.0,Henry_Street,51746.0,Monday,September,37,11.7,10.5,16.2,0.0,False,109
2015-09-07,4066.0,1852.0,Mary_Street,5918.0,Monday,September,37,11.7,10.5,16.2,0.0,False,109
2015-09-07,7612.0,9001.0,O_Connell_St,16613.0,Monday,September,37,11.7,10.5,16.2,0.0,False,109
2015-10-07,3003.0,3183.0,Capel_Street,6186.0,Wednesday,October,41,10.5,6.2,15.8,0.0,False,79
2015-10-07,21502.0,24344.0,Henry_Street,45846.0,Wednesday,October,41,10.5,6.2,15.8,0.0,False,79
2015-10-07,3500.0,1523.0,Mary_Street,5023.0,Wednesday,October,41,10.5,6.2,15.8,0.0,False,79
2015-10-07,8888.0,8860.0,O_Connell_St,17748.0,Wednesday,October,41,10.5,6.2,15.8,0.0,False,79
2015-11-07,3040.0,3128.0,Capel_Street,6168.0,Saturday,November,45,10.2,7.8,13.3,3.3,False,48
2015-11-07,21319.0,23045.0,Henry_Street,44364.0,Saturday,November,45,10.2,7.8,13.3,3.3,False,48
2015-11-07,3322.0,971.0,Mary_Street,4293.0,Saturday,November,45,10.2,7.8,13.3,3.3,False,48
2015-11-07,6016.0,5772.0,O_Connell_St,11788.0,Saturday,November,45,10.2,7.8,13.3,3.3,False,48
2015-12-07,2482.0,2490.0,Capel_Street,4972.0,Monday,December,50,12.0,3.6,14.8,2.5,False,18
2015-12-07,16642.0,17315.0,Henry_Street,33957.0,Monday,December,50,12.0,3.6,14.8,2.5,False,18
2015-12-07,2742.0,1001.0,Mary_Street,3743.0,Monday,December,50,12.0,3.6,14.8,2.5,False,18
2015-12-07,6110.0,7160.0,O_Connell_St,13270.0,Monday,December,50,12.0,3.6,14.8,2.5,False,18
2015-07-13,3133.0,2498.0,Capel_Street,5631.0,Monday,July,29,15.7,12.5,21.0,0.8,False,165
2015-07-13,18725.0,20548.0,Henry_Street,39273.0,Monday,July,29,15.7,12.5,21.0,0.8,False,165
2015-07-13,3090.0,833.0,Mary_Street,3923.0,Monday,July,29,15.7,12.5,21.0,0.8,False,165
2015-07-13,5459.0,6136.0,O_Connell_St,11595.0,Monday,July,29,15.7,12.5,21.0,0.8,False,165
2015-07-14,3321.0,2993.0,Capel_Street,6314.0,Tuesday,July,29,13.4,12.0,17.1,0.0,False,164
2015-07-14,19302.0,23142.0,Henry_Street,42444.0,Tuesday,July,29,13.4,12.0,17.1,0.0,False,164
2015-07-14,3593.0,1209.0,Mary_Street,4802.0,Tuesday,July,29,13.4,12.0,17.1,0.0,False,164
2015-07-14,6798.0,6675.0,O_Connell_St,13473.0,Tuesday,July,29,13.4,12.0,17.1,0.0,False,164
2015-07-15,3253.0,3156.0,Capel_Street,6409.0,Wednesday,July,29,12.5,8.3,18.5,0.0,False,163
2015-07-15,22809.0,24848.0,Henry_Street,47657.0,Wednesday,July,29,12.5,8.3,18.5,0.0,False,163
2015-07-15,3940.0,1990.0,Mary_Street,5930.0,Wednesday,July,29,12.5,8.3,18.5,0.0,False,163
2015-07-15,7324.0,9636.0,O_Connell_St,16960.0,Wednesday,July,29,12.5,8.3,18.5,0.0,False,163
2015-07-16,2749.0,2970.0,Capel_Street,5719.0,Thursday,July,29,12.2,8.6,16.3,10.4,False,162
2015-07-16,18976.0,23119.0,Henry_Street,42095.0,Thursday,July,29,12.2,8.6,16.3,10.4,False,162
2015-07-16,2626.0,980.0,Mary_Street,3606.0,Thursday,July,29,12.2,8.6,16.3,10.4,False,162
2015-07-16,4598.0,4595.0,O_Connell_St,9193.0,Thursday,July,29,12.2,8.6,16.3,10.4,False,162
2015-07-17,3279.0,3106.0,Capel_Street,6385.0,Friday,July,29,14.8,11.7,18.2,0.2,False,161
2015-07-17,24318.0,25288.0,Henry_Street,49606.0,Friday,July,29,14.8,11.7,18.2,0.2,False,161
2015-07-17,3981.0,989.0,Mary_Street,4970.0,Friday,July,29,14.8,11.7,18.2,0.2,False,161
2015-07-17,2260.0,2091.0,O_Connell_St,4351.0,Friday,July,29,14.8,11.7,18.2,0.2,False,161
2015-07-18,2854.0,3027.0,Capel_Street,5881.0,Saturday,July,29,14.1,9.3,20.7,7.7,False,160
2015-07-18,21805.0,23215.0,Henry_Street,45020.0,Saturday,July,29,14.1,9.3,20.7,7.7,False,160
2015-07-18,3376.0,876.0,Mary_Street,4252.0,Saturday,July,29,14.1,9.3,20.7,7.7,False,160
2015-07-18,6568.0,6234.0,O_Connell_St,12802.0,Saturday,July,29,14.1,9.3,20.7,7.7,False,160
2015-07-19,2399.0,2341.0,Capel_Street,4740.0,Sunday,July,29,13.4,8.1,18.4,0.9,False,159
2015-07-19,16614.0,17305.0,Henry_Street,33919.0,Sunday,July,29,13.4,8.1,18.4,0.9,False,159
2015-07-19,2417.0,532.0,Mary_Street,2949.0,Sunday,July,29,13.4,8.1,18.4,0.9,False,159
2015-07-19,7019.0,4906.0,O_Connell_St,11925.0,Sunday,July,29,13.4,8.1,18.4,0.9,False,159
2015-07-20,2882.0,2889.0,Capel_Street,5771.0,Monday,July,30,15.5,12.3,21.6,0.0,False,158
2015-07-20,20200.0,22888.0,Henry_Street,43088.0,Monday,July,30,15.5,12.3,21.6,0.0,False,158
2015-07-20,3734.0,893.0,Mary_Street,4627.0,Monday,July,30,15.5,12.3,21.6,0.0,False,158
2015-07-20,7254.0,6950.0,O_Connell_St,14204.0,Monday,July,30,15.5,12.3,21.6,0.0,False,158
2015-07-21,3135.0,3010.0,Capel_Street,6145.0,Tuesday,July,30,14.7,13.6,19.3,0.3,False,157
2015-07-21,20323.0,21333.0,Henry_Street,41656.0,Tuesday,July,30,14.7,13.6,19.3,0.3,False,157
2015-07-21,3058.0,681.0,Mary_Street,3739.0,Tuesday,July,30,14.7,13.6,19.3,0.3,False,157
2015-07-21,6804.0,7214.0,O_Connell_St,14018.0,Tuesday,July,30,14.7,13.6,19.3,0.3,False,157
2015-07-22,3112.0,2921.0,Capel_Street,6033.0,Wednesday,July,30,13.0,9.9,17.7,0.0,False,156
2015-07-22,21993.0,22833.0,Henry_Street,44826.0,Wednesday,July,30,13.0,9.9,17.7,0.0,False,156
2015-07-22,3492.0,814.0,Mary_Street,4306.0,Wednesday,July,30,13.0,9.9,17.7,0.0,False,156
2015-07-22,6521.0,7322.0,O_Connell_St,13843.0,Wednesday,July,30,13.0,9.9,17.7,0.0,False,156
2015-07-23,3324.0,3294.0,Capel_Street,6618.0,Thursday,July,30,13.4,10.1,18.1,0.0,False,155
2015-07-23,25665.0,26964.0,Henry_Street,52629.0,Thursday,July,30,13.4,10.1,18.1,0.0,False,155
2015-07-23,3665.0,1026.0,Mary_Street,4691.0,Thursday,July,30,13.4,10.1,18.1,0.0,False,155
2015-07-23,7823.0,9015.0,O_Connell_St,16838.0,Thursday,July,30,13.4,10.1,18.1,0.0,False,155
2015-07-24,3587.0,3403.0,Capel_Street,6990.0,Friday,July,30,12.2,9.2,15.8,0.0,False,154
2015-07-24,25097.0,28037.0,Henry_Street,53134.0,Friday,July,30,12.2,9.2,15.8,0.0,False,154
2015-07-24,3888.0,1328.0,Mary_Street,5216.0,Friday,July,30,12.2,9.2,15.8,0.0,False,154
2015-07-24,11471.0,7233.0,O_Connell_St,18704.0,Friday,July,30,12.2,9.2,15.8,0.0,False,154
2015-07-25,3716.0,2961.0,Capel_Street,6677.0,Saturday,July,30,12.0,6.9,17.7,4.4,False,153
2015-07-25,25089.0,27619.0,Henry_Street,52708.0,Saturday,July,30,12.0,6.9,17.7,4.4,False,153
2015-07-25,4544.0,1731.0,Mary_Street,6275.0,Saturday,July,30,12.0,6.9,17.7,4.4,False,153
2015-07-25,8465.0,11132.0,O_Connell_St,19597.0,Saturday,July,30,12.0,6.9,17.7,4.4,False,153
2015-07-26,2027.0,2214.0,Capel_Street,4241.0,Sunday,July,30,12.2,10.4,14.8,4.4,False,152
2015-07-26,12509.0,13217.0,Henry_Street,25726.0,Sunday,July,30,12.2,10.4,14.8,4.4,False,152
2015-07-26,2141.0,669.0,Mary_Street,2810.0,Sunday,July,30,12.2,10.4,14.8,4.4,False,152
2015-07-26,2409.0,2511.0,O_Connell_St,4920.0,Sunday,July,30,12.2,10.4,14.8,4.4,False,152
2015-07-27,2880.0,2679.0,Capel_Street,5559.0,Monday,July,31,13.6,12.2,18.8,2.9,False,151
2015-07-27,20061.0,21473.0,Henry_Street,41534.0,Monday,July,31,13.6,12.2,18.8,2.9,False,151
2015-07-27,3358.0,802.0,Mary_Street,4160.0,Monday,July,31,13.6,12.2,18.8,2.9,False,151
2015-07-27,6261.0,6450.0,O_Connell_St,12711.0,Monday,July,31,13.6,12.2,18.8,2.9,False,151
2015-07-28,3178.0,3158.0,Capel_Street,6336.0,Tuesday,July,31,12.3,10.9,17.8,3.2,False,150
2015-07-28,21841.0,23838.0,Henry_Street,45679.0,Tuesday,July,31,12.3,10.9,17.8,3.2,False,150
2015-07-28,4065.0,1521.0,Mary_Street,5586.0,Tuesday,July,31,12.3,10.9,17.8,3.2,False,150
2015-07-28,7152.0,8604.0,O_Connell_St,15756.0,Tuesday,July,31,12.3,10.9,17.8,3.2,False,150
2015-07-29,3289.0,2976.0,Capel_Street,6265.0,Wednesday,July,31,11.3,9.1,16.9,1.9,False,149
2015-07-29,21391.0,22338.0,Henry_Street,43729.0,Wednesday,July,31,11.3,9.1,16.9,1.9,False,149
2015-07-29,3744.0,1289.0,Mary_Street,5033.0,Wednesday,July,31,11.3,9.1,16.9,1.9,False,149
2015-07-29,9434.0,6235.0,O_Connell_St,15669.0,Wednesday,July,31,11.3,9.1,16.9,1.9,False,149
2015-07-30,3399.0,3344.0,Capel_Street,6743.0,Thursday,July,31,11.8,6.5,16.5,0.5,False,148
2015-07-30,24052.0,25767.0,Henry_Street,49819.0,Thursday,July,31,11.8,6.5,16.5,0.5,False,148
2015-07-30,4230.0,1346.0,Mary_Street,5576.0,Thursday,July,31,11.8,6.5,16.5,0.5,False,148
2015-07-30,7631.0,9101.0,O_Connell_St,16732.0,Thursday,July,31,11.8,6.5,16.5,0.5,False,148
2015-07-31,3320.0,3409.0,Capel_Street,6729.0,Friday,July,31,13.3,10.6,18.1,2.2,False,147
2015-07-31,21633.0,23693.0,Henry_Street,45326.0,Friday,July,31,13.3,10.6,18.1,2.2,False,147
2015-07-31,3314.0,627.0,Mary_Street,3941.0,Friday,July,31,13.3,10.6,18.1,2.2,False,147
2015-07-31,7274.0,7328.0,O_Connell_St,14602.0,Friday,July,31,13.3,10.6,18.1,2.2,False,147
2015-01-08,3526.0,3104.0,Capel_Street,6630.0,Thursday,January,2,6.4,3.9,10.7,2.6,False,351
2015-01-08,23147.0,24676.0,Henry_Street,47823.0,Thursday,January,2,6.4,3.9,10.7,2.6,False,351
2015-01-08,4770.0,1729.0,Mary_Street,6499.0,Thursday,January,2,6.4,3.9,10.7,2.6,False,351
2015-01-08,7084.0,7910.0,O_Connell_St,15097.0,Thursday,January,2,6.4,3.9,10.7,2.6,False,351
2015-02-08,2502.0,2563.0,Capel_Street,5065.0,Sunday,February,6,0.4,-2.0,2.5,0.0,False,320
2015-02-08,14962.0,16802.0,Henry_Street,31764.0,Sunday,February,6,0.4,-2.0,2.5,0.0,False,320
2015-02-08,2793.0,795.0,Mary_Street,3588.0,Sunday,February,6,0.4,-2.0,2.5,0.0,False,320
2015-02-08,7084.0,7910.0,O_Connell_St,15097.0,Sunday,February,6,0.4,-2.0,2.5,0.0,False,320
2015-03-08,2735.0,2151.0,Capel_Street,4886.0,Sunday,March,10,7.2,7.4,10.3,1.1,False,292
2015-03-08,17398.0,19652.0,Henry_Street,37050.0,Sunday,March,10,7.2,7.4,10.3,1.1,False,292
2015-03-08,3786.0,1005.0,Mary_Street,4791.0,Sunday,March,10,7.2,7.4,10.3,1.1,False,292
2015-03-08,7084.0,7910.0,O_Connell_St,15097.0,Sunday,March,10,7.2,7.4,10.3,1.1,False,292
2015-04-08,3225.0,2854.0,Capel_Street,6079.0,Wednesday,April,15,9.1,4.9,18.9,0.0,False,261
2015-04-08,19596.0,21670.0,Henry_Street,41266.0,Wednesday,April,15,9.1,4.9,18.9,0.0,False,261
2015-04-08,3459.0,627.0,Mary_Street,4086.0,Wednesday,April,15,9.1,4.9,18.9,0.0,False,261
2015-04-08,7084.0,7910.0,O_Connell_St,15097.0,Wednesday,April,15,9.1,4.9,18.9,0.0,False,261
2015-05-08,2998.0,3101.0,Capel_Street,6099.0,Friday,May,19,7.2,4.2,10.5,14.3,False,231
2015-05-08,18795.0,22080.0,Henry_Street,40875.0,Friday,May,19,7.2,4.2,10.5,14.3,False,231
2015-05-08,3508.0,1045.0,Mary_Street,4553.0,Friday,May,19,7.2,4.2,10.5,14.3,False,231
2015-05-08,7084.0,7910.0,O_Connell_St,15097.0,Friday,May,19,7.2,4.2,10.5,14.3,False,231
2015-06-08,3369.0,3244.0,Capel_Street,6613.0,Monday,June,24,9.7,6.8,14.1,0.0,False,200
2015-06-08,23217.0,25108.0,Henry_Street,48325.0,Monday,June,24,9.7,6.8,14.1,0.0,False,200
2015-06-08,4001.0,1499.0,Mary_Street,5500.0,Monday,June,24,9.7,6.8,14.1,0.0,False,200
2015-06-08,7084.0,7910.0,O_Connell_St,15097.0,Monday,June,24,9.7,6.8,14.1,0.0,False,200
2015-07-08,3353.0,3426.0,Capel_Street,6779.0,Wednesday,July,28,13.8,12.3,18.2,0.0,False,170
2015-07-08,20290.0,23152.0,Henry_Street,43442.0,Wednesday,July,28,13.8,12.3,18.2,0.0,False,170
2015-07-08,3673.0,1359.0,Mary_Street,5032.0,Wednesday,July,28,13.8,12.3,18.2,0.0,False,170
2015-07-08,7084.0,7910.0,O_Connell_St,15097.0,Wednesday,July,28,13.8,12.3,18.2,0.0,False,170
2015-08-08,3203.0,3447.0,Capel_Street,6650.0,Saturday,August,32,13.9,7.2,19.3,0.7,False,139
2015-08-08,20874.0,22449.0,Henry_Street,43323.0,Saturday,August,32,13.9,7.2,19.3,0.7,False,139
2015-08-08,3660.0,1384.0,Mary_Street,5044.0,Saturday,August,32,13.9,7.2,19.3,0.7,False,139
2015-08-08,8973.0,8860.0,O_Connell_St,17833.0,Saturday,August,32,13.9,7.2,19.3,0.7,False,139
2015-09-08,2658.0,2740.0,Capel_Street,5398.0,Tuesday,September,37,13.3,8.7,18.9,0.1,False,108
2015-09-08,16715.0,18004.0,Henry_Street,34719.0,Tuesday,September,37,13.3,8.7,18.9,0.1,False,108
2015-09-08,2828.0,808.0,Mary_Street,3636.0,Tuesday,September,37,13.3,8.7,18.9,0.1,False,108
2015-09-08,6636.0,5672.0,O_Connell_St,12308.0,Tuesday,September,37,13.3,8.7,18.9,0.1,False,108
2015-10-08,3104.0,2418.0,Capel_Street,5522.0,Thursday,October,41,11.4,4.8,17.6,0.0,False,78
2015-10-08,19830.0,22849.0,Henry_Street,42679.0,Thursday,October,41,11.4,4.8,17.6,0.0,False,78
2015-10-08,4008.0,1047.0,Mary_Street,5055.0,Thursday,October,41,11.4,4.8,17.6,0.0,False,78
2015-10-08,7972.0,8123.0,O_Connell_St,16095.0,Thursday,October,41,11.4,4.8,17.6,0.0,False,78
2015-11-08,3052.0,2652.0,Capel_Street,5704.0,Sunday,November,45,10.6,8.1,14.9,10.1,False,47
2015-11-08,22019.0,22885.0,Henry_Street,44904.0,Sunday,November,45,10.6,8.1,14.9,10.1,False,47
2015-11-08,4316.0,1253.0,Mary_Street,5569.0,Sunday,November,45,10.6,8.1,14.9,10.1,False,47
2015-11-08,8571.0,10341.0,O_Connell_St,18912.0,Sunday,November,45,10.6,8.1,14.9,10.1,False,47
2015-12-08,3387.0,3011.0,Capel_Street,6398.0,Tuesday,December,50,8.3,8.4,10.7,0.4,False,17
2015-12-08,20334.0,24094.0,Henry_Street,44428.0,Tuesday,December,50,8.3,8.4,10.7,0.4,False,17
2015-12-08,5397.0,2354.0,Mary_Street,7751.0,Tuesday,December,50,8.3,8.4,10.7,0.4,False,17
2015-12-08,8384.0,11448.0,O_Connell_St,19832.0,Tuesday,December,50,8.3,8.4,10.7,0.4,False,17
2015-08-13,3459.0,3018.0,Capel_Street,6477.0,Thursday,August,33,13.6,7.6,20.7,0.0,False,134
2015-08-13,23220.0,25376.0,Henry_Street,48596.0,Thursday,August,33,13.6,7.6,20.7,0.0,False,134
2015-08-13,5602.0,2198.0,Mary_Street,7800.0,Thursday,August,33,13.6,7.6,20.7,0.0,False,134
2015-08-13,7909.0,11392.0,O_Connell_St,19301.0,Thursday,August,33,13.6,7.6,20.7,0.0,False,134
2015-08-14,3568.0,3182.0,Capel_Street,6750.0,Friday,August,33,13.1,10.7,17.0,0.7,False,133
2015-08-14,20780.0,21648.0,Henry_Street,42428.0,Friday,August,33,13.1,10.7,17.0,0.7,False,133
2015-08-14,3412.0,807.0,Mary_Street,4219.0,Friday,August,33,13.1,10.7,17.0,0.7,False,133
2015-08-14,6787.0,9239.0,O_Connell_St,16026.0,Friday,August,33,13.1,10.7,17.0,0.7,False,133
2015-08-15,3114.0,3129.0,Capel_Street,6243.0,Saturday,August,33,11.6,7.0,17.4,0.0,False,132
2015-08-15,21347.0,22775.0,Henry_Street,44122.0,Saturday,August,33,11.6,7.0,17.4,0.0,False,132
2015-08-15,3718.0,1162.0,Mary_Street,4880.0,Saturday,August,33,11.6,7.0,17.4,0.0,False,132
2015-08-15,7043.0,8789.0,O_Connell_St,15832.0,Saturday,August,33,11.6,7.0,17.4,0.0,False,132
2015-08-16,2443.0,2833.0,Capel_Street,5276.0,Sunday,August,33,14.3,8.3,18.5,0.3,False,131
2015-08-16,16431.0,19213.0,Henry_Street,35644.0,Sunday,August,33,14.3,8.3,18.5,0.3,False,131
2015-08-16,2832.0,1102.0,Mary_Street,3934.0,Sunday,August,33,14.3,8.3,18.5,0.3,False,131
2015-08-16,7653.0,8293.0,O_Connell_St,15946.0,Sunday,August,33,14.3,8.3,18.5,0.3,False,131
2015-08-17,3159.0,3139.0,Capel_Street,6298.0,Monday,August,34,13.8,8.5,20.7,0.0,False,130
2015-08-17,21105.0,25125.0,Henry_Street,46230.0,Monday,August,34,13.8,8.5,20.7,0.0,False,130
2015-08-17,5176.0,2163.0,Mary_Street,7339.0,Monday,August,34,13.8,8.5,20.7,0.0,False,130
2015-08-17,7911.0,10504.0,O_Connell_St,18415.0,Monday,August,34,13.8,8.5,20.7,0.0,False,130
2015-08-18,3328.0,3108.0,Capel_Street,6436.0,Tuesday,August,34,15.9,8.6,24.2,5.0,False,129
2015-08-18,21582.0,23727.0,Henry_Street,45309.0,Tuesday,August,34,15.9,8.6,24.2,5.0,False,129
2015-08-18,4784.0,1724.0,Mary_Street,6508.0,Tuesday,August,34,15.9,8.6,24.2,5.0,False,129
2015-08-18,7540.0,9780.0,O_Connell_St,17320.0,Tuesday,August,34,15.9,8.6,24.2,5.0,False,129
2015-08-19,2985.0,3078.0,Capel_Street,6063.0,Wednesday,August,34,15.7,12.2,20.8,6.0,False,128
2015-08-19,17381.0,18341.0,Henry_Street,35722.0,Wednesday,August,34,15.7,12.2,20.8,6.0,False,128
2015-08-19,3767.0,1068.0,Mary_Street,4835.0,Wednesday,August,34,15.7,12.2,20.8,6.0,False,128
2015-08-19,6100.0,6675.0,O_Connell_St,12775.0,Wednesday,August,34,15.7,12.2,20.8,6.0,False,128
2015-08-20,2995.0,3162.0,Capel_Street,6157.0,Thursday,August,34,16.6,10.7,22.3,0.3,False,127
2015-08-20,18311.0,21342.0,Henry_Street,39653.0,Thursday,August,34,16.6,10.7,22.3,0.3,False,127
2015-08-20,4076.0,1284.0,Mary_Street,5360.0,Thursday,August,34,16.6,10.7,22.3,0.3,False,127
2015-08-20,8304.0,8582.0,O_Connell_St,16886.0,Thursday,August,34,16.6,10.7,22.3,0.3,False,127
2015-08-21,3466.0,3185.0,Capel_Street,6651.0,Friday,August,34,17.9,15.6,22.4,0.0,False,126
2015-08-21,22051.0,24611.0,Henry_Street,46662.0,Friday,August,34,17.9,15.6,22.4,0.0,False,126
2015-08-21,4322.0,998.0,Mary_Street,5320.0,Friday,August,34,17.9,15.6,22.4,0.0,False,126
2015-08-21,8535.0,9215.0,O_Connell_St,17750.0,Friday,August,34,17.9,15.6,22.4,0.0,False,126
2015-08-22,3237.0,3337.0,Capel_Street,6574.0,Saturday,August,34,14.2,11.2,17.2,25.3,False,125
